convoid,person,dialogue
15,SDR,"Yeah. It works.. Basically, what we do is we have a quick talk, the account executive and our co-founder, for example, with you, and you tell them all the details. What do you need? And the specific job posting that you are looking for. And we send you, like, a couple of resumes so you can see if you like them or not. And, I mean, we do that until you find the perfect fit for your role. But those details, you can talk them over with our co-founder. So maybe we could schedule a 15 minutes meeting if you're interested."
15,Prospect,"Yeah, but how does the compensation go? You find someone and then you're out of the middle. Or are you in the middle the whole time?"
15,SDR,"No, we're in the middle the whole time. I mean, we do everything for you. The payroll, all that. Payroll. The payroll process. The hiring process. I mean, it's really quick, it's cost-effective. It's like from 40% to 60% more cost-effective than hiring without Simera. So I think it would be a good fit for you guys. So we could schedule the meeting if you're interested."
15,Prospect,"No, I know. I just want to make sure we're still trying to build our product. And I appreciate you reaching out. It's just like, for one role, I wish we had a little bit more to do this with because we do have staff augmentation, people coming and going, but I just don't believe in that business model."
15,SDR,"I mean, maybe you could talk to our co-founder and see if you find, like, a fit for that. I mean, he could tell you all the details, like. And I mean, with no compromise at all. I mean, just that 15 minutes meeting and that's it?"
15,Prospect,"Yeah, I can. I can do that. That's fine. Where you.. Where are you located?"
15,SDR,In Boston.
15,Prospect,"Okay, and where's he located?"
15,SDR,What?
15,Prospect,Where's he located?
15,SDR,"In Boston, too."
15,Prospect,In Boston. Okay.
15,SDR,Yeah.
15,Prospect,Yeah.
15,SDR,"So maybe I can.. Yeah, I mean, your email is josh.com, right?"
15,Prospect,Correct.
15,SDR,What time would be good for you? Maybe tomorrow or today.
15,Prospect,Umm.. I could probably do something this afternoon. Today. Tomorrow is pretty bad.
15,SDR,"Okay, so I'll send you one today at four. Would that be good? Or two?"
15,Prospect,I can do five.
15,SDR,"All right, you're located.. What's your time?"
15,Prospect,Umm.. East coast.
15,SDR,"East coast. All right, so I'll send you the email right now with the meeting at five."
15,Prospect,"Okay, that's for the calendar invite, correct?"
15,SDR,Yeah.
15,Prospect,"Okay, cool. And.. Sorry. Your name again?"
15,SDR,Sophia. My name is Sophia.
15,Prospect,Sophia. Got it.
15,SDR,Thank you so much. Have a good day.
15,Prospect,Bye bye.
15,SDR,See you later.
15,Prospect,Bye.
16,SDR,"Hello, am I speaking with Justin?"
16,Prospect,"Yes, speaking."
16,SDR,"My name is Nathan, I'm calling from Hivelocity company. Did I perhaps catch you at a good time?"
16,Prospect,"uhm… Actually I'm about to go to a meeting right now, but what is this call about?"
16,SDR,"Okay, it wouldn't take more than 30 seconds. Yeah, I saw you're a CTO and as I mentioned, Hivelocity. We are a bare metal cloud provider offering different edge compute solutions. We are running a very large bare metal cloud platform with 40 plus sites, compute locations providing hosting, colocation, and bare metal services to thousands of businesses. Just more than anything else, I was interested to know and get more insights on your cloud computing infrastructure efforts. And if I can share some information via email that highlights our value points."
16,Prospect,"Yeah sure, we're just using AWS. Yes. So if you could just send me some information about your infrastructure, I will look into that definitely."
16,SDR,"Okay, great. Actually, I mean using some of the other providers, we definitely expect that as we speak every day with businesses who are using any of the major public clouds. And as I said, just wanted to introduce you to what we're doing, showing you how we're moving or adding to bare metal and how we provide cost reduction, performance improvement, customer reach with our 40 plus edge compute locations. So yeah, I can share that email with you right after this call. Would you probably be open to hearing more about us from our management team on a brief call? Probably anytime you would have next week? Or the week after?"
16,Prospect,Sure.
16,SDR,Okay. Are you in front of your calendar right now or would you like me to propose a time?
16,Prospect,uh.. If you could do this next week on.. uh… next week on Wednesday 11:00 a.m. pacific time.
16,SDR,"11:00 a.m. pacific time. Okay, that works great. I will send that invitation to you. I have here your email. Is that your best email?"
16,Prospect,Yeah.
16,SDR,"Okay, thank you for that. I will send you this information right after this call. Of course, I will describe the topics you want to include in that meeting. Just so I can know that everything is set up, please make sure to accept the invitation."
16,Prospect,Thank you.
16,SDR,Okay. Thank you for your time.
16,Prospect,Thank you.
17,SDR,Hey Justin
17,Prospect,"Hey, can I help you?"
17,SDR,"Yeah, I was just hoping for 30 seconds. This is Skylar with Nooks."
17,Prospect,"Sorry, with who?"
17,SDR,"Yeah, it's a company called Nooks."
17,Prospect,"Sorry, you're breaking up a little bit. I'm also in the basement of uh.. my home, so."
17,SDR,"Yeah, sorry about that. I think I've got bad wifi. So I asked.. I said I saw you were a sales manager. I was curious if you have reps that make cold calls or are they more focused on, like, inbound, like, warm leads and marketing stuff?"
17,Prospect,A bit of both.
17,SDR,"Okay, gotcha. When they make those cold calls, do they have, like, a specific tool they like to use, like LinkedIn, maybe something like that?"
17,Prospect,We're using Orum.
17,SDR,"Okay, gotcha. I'll tell you what Nooks does really quick. Then you can tell me if it's, like, relevant or if I'm just, like, out in left field here. Essentially, Nooks will pull in those call tasks, and it'll let them dial up to five lines at once. So instead of spending 30 seconds listening to that phone ring, it'll only connect them when they get a live prospect. So instead of spending all day for ten convos, they might be able to do that in an hour, and it'll free up some time for personalized outreach, like LinkedIn, email, account research, like, all that good stuff as well. Is that interesting, by any chance?"
17,Prospect,How do you guys compare with Orum.
17,SDR,You said Orum?
17,Prospect,Yeah.
17,SDR,"Yeah I used them for two years, so I think I can answer that pretty well. Biggest difference, number one, is pricing. We're about half the price. We also have the best engineering team I've ever seen, to be honest with you. I used Orum for two years, and they did not have a lot of updates until Nooks came along. And now they're trying to compete pretty heavily and release those updates to maintain that competitiveness. Yeah, we're always releasing new features. We've got the best sales floor right now in the dialer space, and we're priced pretty competitively. Would you be open to taking a look? It's probably easier to show you than just explain it over the phone."
17,Prospect,"I'm not certain whether we're really in a position this year to really invest in some of these tools. So I might suggest, I mean, in terms of timing, probably not this year at all."
17,SDR,"Okay. Two questions. Like, one, would you be open to taking a look just so it's on your radar so that when you do start thinking about those decisions, you know, you have a good idea of what Nooks is like?"
17,Prospect,"I mean, not really a priority for me right now because, I mean, if we're really going to be making an investment in a tool, like, I want to be able to have a budget for it, but I mean, we're, we're talking way too early."
17,SDR,"Sure. And I guess, have you ever had, like, this might be a really weird one-off case, but have you ever been in a situation like, I'm just assuming, but let's say pipeline generation is your priority and there's a tool that can help with that. Would there be a path forward if, like, leadership thought this was like a must to have or would that just still be, like dead on arrival?"
17,Prospect,"I mean, I think that's going to be, like, really difficult to.. It's going to be a challenge to push that up."
17,SDR,So you're saying there's a chance they'd continue with what they're using?
17,Prospect,"I mean, I think if you're going to be selling like any kind of revenue-generating tool, like kind of the answer around that is like, yes. Right. Like you can, you know, is it going to help generate revenue? Absolutely. I think part of this is just, you know, if we already have a pretty solid tool stack, like, what more can this thing actually do that we don't already have the capability of doing? Right? And next to that.. uh.. you know for an organization like us and yours. You want to have the sale? Totally get it. We want to get business done and generate some revenue. Something needs to give there and it boils down to budget."
17,SDR,"Yeah, I single dialed in for probably six months or so. And typically when teams switch from single dialing to using a dialer, they'll see a four to five times increase in productivity, which ultimately does result in a decent amount if your AEs are doing well. ARR on the back end there. So it is a big game changer for a lot of teams because right now those convos can be hard to come by."
17,Prospect,"Yeah, I mean, the only thing I can tell you that may be a challenge for us with.. I mean, we're using Orum and uh.. their dialer is just simply.. uh, what is it.. uh.. their local area dial.. I'm going to make a guess that you guys also have something that's a local area dial."
17,SDR,"So we let you pick up to five phone numbers, and if one gets marked as spam, we tell you you can switch it out. So, you know, I've got, with 4 or 5, it works pretty well for me. I've got like a ten to 12% connect rate with that. But some people, you know, two or six, I've heard, does really well. You can kind of play around with that to see what works best for your prospects and your team."
17,Prospect,And how does.. how does the number actually get.. uh..  I mean.. uh..  how do we actually know whether the number gets marked as spam or not?
17,SDR,"Yeah, so we go through Twilio and they report it to us. And from what I've seen, it seems pretty real time. I had a prospect once. He was one of those directors of sales that just doesn't like cold calls, I guess. And he got kind of angry and said, I'm going to report you to spam. And within two minutes, it was marked as spam in Nooks. And I deleted that phone number and changed it out."
17,Prospect,"Yeah. So, umm.. I mean, Orum is using Twilio as well.. umm. But it sounds like you guys have a way of taking a look to see the phone numbers that are used or purchased, which ones have been marked as spam. Is that something that end users can actually pick up on and see, or is that like an internal tool.. uh.. for your engineering team?"
17,SDR,"No. So you guys, we want you to be able to see that directly. We want you to have as much success as possible. So if you're calling with bad phone numbers, that's bad for us. We want you to get those connections and those pickups. I know you mentioned timing is kind of tough, but I could show you these things. We only have to do a full 30 minutes. We could do like 15 minutes. If that's something you're open to."
17,Prospect,"Let me do this.. uuhm.. I mean.. uuhm.. Shoot me an email. I happen to be like right in front of my inbox. You could probably see me open it. But uh..  if you don't mind, I'm going to share this internally with a couple of other BDR managers and just get their input on it. Even though we don't have budget. I mean, my.. my take on it is.. uuhm my take on it is. uh. I mean, in order for us to be able to roll something like this out, uuhm.. I mean, budget definitely needs to come from our execs. uhm.. That's going to be the major hang up and challenge for us, uuhm.. the other end of it is.. uhm.. just implementation because our.. uhm.. our team is pretty tight on just implementation. And so I don't know if this is going to be something like, you know, I'll give you an example of, like, Salesforce. Uuhm.. You can buy Salesforce, but Salesforce is not responsible for implementation or integrations. Right. We have to either do that ourselves or we have to hire third-party consultants to do that for us. So I don't know if that's going to be the same for your system."
17,SDR,"Yeah so Nooks is really smooth, actually, with integrations. So, number one, to prove out like a POC with leadership, we've got a two-week free trial with an ROI calculator. Our account executives are really hands-on with the trial. It's just a click of a button. Like, we just pull in those call tasks and then you've got them in Nooks. Usually it takes, we block off 30 minutes. Usually it takes five minutes to get that integration set up so we don't make you do that on your end."
17,Prospect,"uhm.. Two weeks? Do.. do you guys pilot for a longer period of time? And I'm going to make the assumption that if you guys do pilot, you guys want a contract in place."
17,SDR,"No. So it's a free trial, no contract in place. That two weeks is flexible. Like, if for some reason, let's say you've got bad data quality and you need to fix it, whatever reason it is, our founders usually work with people and they'll approve an extension if necessary. We've got one pretty big enterprise customer right now that's about to close, who's been in trial for probably two months or so because they had a really big team and it's taken some time to get them all onboarded. But, yeah, we make exceptions on a case by case basis."
17,Prospect,Okay. So where are you based?
17,SDR,So we're most of the team is in San Francisco. I'm in Denver. We have a guy who used to live in Toronto. He'll go back there occasionally. We've got some east coast people as well.
17,Prospect,Yeah. uhm.. How long have you guys been in business for?
17,SDR,"So we started in 2020, same time a lot of the dialers kind of took off. There's one that started in 2019. I think there's some that have been around a little longer, but that are more legacy and kind of outdated. Yeah, pretty much. Since 2020, though, we've been growing pretty quickly. Over 100 customers. We might be getting close to 2 million ARR."
17,Prospect,Yeah. Okay. Uuh.. If you don't mind. Shoot… uuh.. If you can shoot me an email. I'm just uh.. right in front of my inbox. And then.. uhm what's.. what's your role at the company?
17,SDR,So I'm a senior SDR. So lots of cold calling and list building. I kind of help build out those outbound processes and I do take some demo and disco calls now and then.
17,Prospect,Are you working off of any of those tools internally?
17,SDR,"Yeah, so I use LinkedIn."
17,Prospect,"Yeah. Okay. If you happen to be in Denver. Okay. I'm looking at my calendar right now. I'm willing to put in the time, just like my time personally in just taking a look at what the tool does.. uuh.. before I have this kind of put in front of all the other BDR managers. uhm.. What's your.. what's your timing like on this Friday at uh.. 8:30?"
17,SDR,Would that be eastern time?
17,Prospect,uhm.. Pacific standard time?
17,SDR,"So just one second, I'm just pulling up my calendar here. Yeah, I've got that open. That's perfect."
17,Prospect,"Yeah. Okay. If you want to shoot me uhm.. a calendar invitation for 30 minutes. uhm… 8:30. Actually, you know what, make it eight if that's okay."
17,SDR,"Yeah, that's perfect. That's fine."
17,Prospect,Okay.
17,SDR,And is your email the same.
17,Prospect,Yeah.
17,SDR,"Okay, awesome. So I'll get that calendar invite sent out. It might put it in spam just because Google's doing this thing first. Calendar invites, sometimes it's sending them to spam if you haven't communicated before, but otherwise it'll be in your inbox or your spam. And then I look forward to chatting with you on Friday at 8, Pacific."
17,Prospect,"Okay, that sounds great."
17,SDR,"Hey, thanks for taking my call man. I appreciate it."
17,Prospect,"Yeah, you're welcome."
18,SDR,"Hi, how are you? This is Andrea from Simera."
18,Prospect,"Oh, hi. Hi. How are you?"
18,SDR,"I'm good, thank you. I was wondering if you guys were in need of any remote workers. We have the candidates for that."
18,Prospect,What kind of remote workers?
18,SDR,"So basically we offer US companies and Canadian companies remote workers from Latin America. They speak full English and they're fully vetted and qualified for different types of roles. So we can even save up on payroll, and we handle all of the legal, like the legal part of it. So if you are ever interested, then I did send you an email."
18,Prospect,"Well, I'd like to know. Well, you guys give me some types of skill sets you're referring to. Give me some more details."
18,SDR,"It depends. So what we do is that, for example, if you tell me you need sales agents, for example, we look for the best sales agents for you guys. Depends on your job description. So we do match them. We have an AI verification."
18,Prospect,"How can you get like.. So for example, let me give you an example. I have some software, I'm in the insurtech business, life insurance, very specialized insurance technology for life insurance. Okay. And we have some software solutions that we resell to life insurance carriers. Right. And the idea is not to, is for those sales agents or whatever to actually get a meeting scheduled. But if you don't know the business or you don't have a relationship, it's going to be very difficult to do those kind of sales calls. So I'm not sure if, I'm just trying to figure out how are you going to help me? You see, you understand what I'm trying.."
18,SDR,"So I understand what you mean. However, I believe that if you hire anyone, like at all for that position, you will kind of have to give some training to them on the industry, the specific industry that you're in."
18,Prospect,"Oh, I have no problem with.. No problem with the training that's yet. Training. No problem. My question is, is that I don't know if they can, you know, the kind of people or senior people they need to contact. How are they going to be able to, if they don't, if these people don't have a relationship or they're not well known, how are they going to be able to get those people to interact with them so they can give them the sales pitch and then schedule a demo. Right? That would be the objective. And then after they schedule the demo, they finish. That's all the job is. Right? Yeah, but the problem is that.. But they have to be able to.. So it's very difficult, unless that's what I'm saying. So without the relationship or the contacts that would be able to do that. Yeah."
18,SDR,"Okay. I understand. So just how we do it here in Simera. I work in sales, as you can see. We do the research, we do the process."
18,Prospect,You want to spell for me?
18,SDR,"Yeah. Correct. This is a sales call, basically. So basically we do all the prospecting, the right research and stuff for the people that potentially be interested."
18,Prospect,"Yeah, this is a little bit more than prospecting. It's more about.. It's a little bit of qualifying. I mean, enough to make sure that they're.. Get them excited to want to see because the value is so big, or we know that they're actively looking for a particular type of software solution and to get the right person. And then they need to be able to, when we say prospecting, they have to be able to reach out to some key people. I don't know. I mean, maybe you guys are very effective in that. I don't know, but.. And then what do you charge for that? I mean, how does that work?"
18,SDR,"Well, we do have a Simera fee, but we can present to you the candidates before you don't. You don't have to pay for anything until you decide to hire someone. We do have different types of fees."
18,Prospect,"If we hire someone, what does that cost? How does that work?"
18,SDR,"I believe the fee for Simera is $2500. I believe it depends on the candidate and it depends on how many you got. But let me tell you something. I work in sales, so I'm not the right person like to talk to about this. So how about I set you up with my co-founder for ten minutes and he can explain to you every single thing."
18,Prospect,Let me see your website. How do you spell the name of your website?
18,SDR,S-I-M-E-R-A
18,Prospect,Dot com?
18,SDR,"Simera dot I-O, I-O."
18,Prospect,"I-O, Okay. It didn't work. F-I-N-E-R-E? Maybe I did it wrong."
18,SDR,"No. Simera, A at the end."
18,Prospect,A.
18,SDR,Yes.
18,Prospect,Okay. A. I got it. It still didn't come out. F-I-N-E-R-A? Right?
18,SDR,S as in snake.
18,Prospect,"Oh, S is the first letter."
18,SDR,"Yeah, S-I-M. M as in Mary. S-I-M-E-R-A."
18,Prospect,S-I-M-E-R-A dot I-O?
18,SDR,Correct.
18,Prospect,Here we go. Simera.
18,SDR,Yeah.
18,Prospect,"And then where? Okay, let's see. Hire talent. Let's see what kind of.. And then sales. IT. Administrative customer service marketing. See, I may need some IT help, but what if it's just part-time or for, I mean, how does it.. What's the commitment?"
18,SDR,"Well, the commitment is like we cater to the company's needs. So you tell us what you exactly need. If you need full-time, you need part-time. We usually go for full-time. However, it totally depends on you. And that depends on what you need."
18,Prospect,Yeah I need to know the pricing and what you guys can do. And who are some.. Do you have any references? Like who are some of your clients?
18,SDR,Should I send all of that through email? And should I also set you up for next week for ten minutes? No more than that. For a Zoom call?
18,Prospect,"You can set, you can, you can step.. Yeah. Business development represent in Latin America. Sounds amazing. Are these testimonials or what?"
18,SDR,"Already like saving a lot on like the payroll itself. People are still earning good because they're in Latin America, but you are still saving up, like for US standards. Right. So the Simera fee that comes whenever you hire someone."
18,Prospect,"Yeah, but I also can get people, I have 150 developer, software engineers that I contract in India."
18,SDR,"Yeah, correct."
18,Prospect,Okay. They're cheaper than Latin America.
18,SDR,"Sometimes, yeah. Sometimes, yes. Although the quality of the work, it can be like discussed as well. It's kind of different as well. We are on your time zone, for example."
18,Prospect,"I need IT help, but I don't need engineers. I have all that I need like somebody to help with, you know, setting up like email accounts and some infrastructure type things in the cloud."
18,SDR,And we have all of those candidates available.
18,Prospect,"We actually work with.. a lot of companies like you guys too, but yeah, let's go ahead. You want to send me an invite? I'll tell you, I got my calendar in front of me. Send me an invite."
18,SDR,What time are you available next week?
18,Prospect,"Well, let's pick a day. Let's look at Wednesday."
18,SDR,Wednesday. All right.
18,Prospect,"And I'm on Eastern time, so if you want to do like 2 eastern time."
18,SDR,"Two eastern time, all right, I'm going to send you an email. Is your email the same?"
18,Prospect,That is correct.
18,SDR,"All right. I'm going to send you an email right now with the, our cost charts. It doesn't really matter, although, because you are going to speak with my co-founder later, but you can still take a look at it and I'm going to send you my one pager as well."
18,Prospect,"That sounds good. All right, sounds good. I'll look out for your email. Thank you."
18,SDR,Thank you so much for your time. Have a good weekend.
18,Prospect,You too. Bye.
19,SDR,Hey. Hi. Good afternoon. This is Majid with Engagedly. How are you doing?
19,Prospect,"I'm good, how are you?"
19,SDR,"I am also great. Thanks so much for asking. Well, firstly, appreciate you picking up the call. I'll be honest, this is a cold call. We have never spoken before, but I was curious if I could have 40 seconds today to explain why I was keen to talking to you?"
19,Prospect,Sure.
19,SDR,"Well, thanks so much. And at any point of time, you know, if you feel I'm being irrelevant, let me know. I'll drop off the call there. Actually, I was, you know, talking to a couple of leaders from the human resource space that are, you know, from organizations similar to yours. And they tell me that because of the decreasing rates of employee retention, they are seeing an, you know, increased need to take people enablement initiatives that could help improve on employee productivity and engagement. So I was just curious to get in touch and see if this is relevant in your world currently."
19,Prospect,"You know, we're pretty small, but we're fully remote."
19,SDR,Right.
19,Prospect,"So I think for us, you know, collectively as an entire organization, it's hard to engage as a team. I think the departments do a good job of engagement with each other just because they have weekly meetings and just doing their day-to-day stuff. But as a whole organization, I think we are lacking. And part of that is just due to the fact that we are all remote."
19,SDR,"I mean, totally understand that. Like, is it safe to conclude that when it comes to, you know, engagement on the part of the organization, have you, since you mentioned that you are kind of lagging on initiatives there, have you tried to solve that? Or, you know, is that not a priority or you're focusing on something else currently?"
19,Prospect,"uhm.. it is on the list and, uuhm.. you know, definitely something that I would like to tackle the second half of this year. Uuhm.. You know, I'm rebuilding our HRS system and almost complete with that and, uuhm.. you know, we're building a new ERP system. So there's lots of moving parts right now, but it's definitely something I need to tackle just based on, you know, employer retention and making sure that people feel wanted and cared for."
19,SDR,"Absolutely. I mean, totally agree on that. Well, how about performance management processes, like is that automated for your team currently or, you know, you're employing excel and other things all doing, you know, manually?"
19,Prospect,"I built out the performance review November of 2022. It was prior to that on paper. So that actually has been checked off. I think we need to do a better job of being specific about roles with performance reviews because it's very generic right now. So there's still some work to be done. But as far as making it automated and having a tracking system and it's all paperless and in the cloud, that's a bonus."
19,SDR,"I mean, great to know that. How about if I say that, you know, as I mentioned, I work for this company called Engagedly and we specifically tackle these two particular things, automating and digitizing performance management and employee engagement processes. Now, the reason that I wanted to talk to you is that I have been, you know, researching your organization and knew that you guys are completely remote and that similar organizations are facing, you know, these sorts of difficulties. So would it make sense for us to, you know, set some 20 or 30 minutes for maybe this week or early next, depending on your availability, so that we can show you around as to what we do, what, you know, Engagedly as a platform is all about and how we have been helping similar teams?"
19,Prospect,"Sure. Towards the end of next week is better. I. Well, that's Thursday or Friday."
19,SDR,"Well, sounds great. So we are talking about.. Let's, let's go with Thursday. Would that be okay?"
19,Prospect,Let me look real quick. Thursday is the 11th. Yes. I only have one meeting on the books and it's 930 to 1030 central.
19,SDR,Right. And you are in central time just confirming that. Correct?
19,Prospect,Correct.
19,SDR,Awesome. So how about we do it at 01:00 p.m. central time on Thursday?
19,Prospect,That works for me.
19,SDR,"Sounds great. I just wanted to confirm the email ID where, you know, I would be sending across a calendar invite so that, you know, we have something on the calendar. So is it your first name last name dot com?"
19,Prospect,That'S correct.
19,SDR,"Awesome. Thanks so much. I'll send across the calendar invite and, you know, a small email giving the details and setting a kind of an agenda for the call. In the meantime, if you need any more information before the call, you know, or have any specific answers that you want to be, specific questions that you want to be answered, feel free to shoot an email and would love to talk on those."
19,Prospect,"Okay, perfect. I look forward to it."
19,SDR,Awesome. We look forward and I'll be sending across a calendar invite in the next couple of minutes and I.. Yeah. Looking forward to speaking next week then.
19,Prospect,Thank you.
19,SDR,Thank you again. Have a wonderful day. Bye bye.
19,Prospect,You too. Bye.
20,SDR,"Hi, Anthony."
20,Prospect,Hi there.
20,SDR,"Hi. This is Chris here with Allego. Appreciate my interruption to your Friday afternoon. I hope you might have a quick moment. Let you know why I wanted to give you a call, but keep it brief."
20,Prospect,"Yeah, go for it, mate. No problem."
20,SDR,"Alright, so I've been speaking to other sort of sales and commercial leaders recently and more than anything, there's been one problem they've been facing and that's what they're coming to us to help solve. I wanted to see if this might be relevant to you. The average deal is now involving six or more people and lasting several months, so getting a consensus from everyone is a bit of a challenge. And what's happening is seemingly kind of positive looking opps are losing steam, dropping off the pipeline entirely, or being pushed forward into Q2, Q3 because it is so difficult to get that connection in a virtual world. I wanted to see how you're making sure that you're engaging with your prospects when you're only really with them for such a small part of the buying cycle."
20,Prospect,"Interesting question, as I've got a bit of time. Happy to talk to you today. I've only got five minutes there to give you that."
20,SDR,Appreciate it.
20,Prospect,"Well, we just talk to them. Just set up meetings and talk to them via teams normally, and then if they're interested in being in person. Yeah, if they're interested in meeting person then we meet in person. But the deals we do are quite large, so there's not like, you know, a load of them going on at once. So it might be different. Depends on what you offer."
20,SDR,"Yeah, no, of course, I understand. We say kind of, you know, you have the.. have the calls on teams or in person, I guess. How do you kind of, you know, keep things ticking over when you're not in person or when you've, you know, hung up from the team's call?"
20,Prospect,"Yeah, just follow up via email, really. Thanks for the call, pleasantry, that kind of stuff."
20,SDR,"Appreciate it. Bit of context then who I am and why I'm calling. Appreciate you said you got a couple of minutes, so I've got kind of little flavor. So my company, Allego, what we do is, so, first of all, we're a sales enablement platform, but we wear a few different hats in that space. But I was coming at you today with the way a lot of people in, you know, like you said, you haven't got too many deals going on in a year so they could be quite chunky and they come to us with ways of being able to kind of share the right content with the right stakeholders and be able to kind of.. They can't track who is engaging with what content so they don't know what content is resonating and they don't know who the right kind of people are. If anyone is extra is being brought into the sales cycle a bit later on. If content's being shared kind of behind the scenes, that side of things. How do you work with, you know, new stakeholders coming in or stakeholders changing? You find that happens a lot."
20,Prospect,On the customer side?
20,SDR,"Yeah. On the customer side, yeah. So when you're kind of in terms of your prospects."
20,Prospect,"Uuh.. yeah.. new people arrive and disappear quite often in the NHS. So yes, it's regular."
20,SDR,"I've got an idea, not at the scale that you are, but I've, in a previous life I've sold into the NHS, so I feel your pain. I know what you're up against, different scale, but yeah, more into the estates department for me in the past, but yeah, I'm with you. Cards on the table. What I'm doing here is we've got a way of enabling folks like yourselves to stay front of mind with your prospects throughout the buying cycle, pre, during and post-sale. That allows you to share the right content, share the video calls that you're on, and crucially, kind of communicate through this platform asynchronously. So it's not just an email thread and you can kind of use this. We call it a digital sales room, if you've heard of the term at all or the concept effectively it's like a little microsite between you and your prospects for each deal and all the relevant situation, all the relevant information is kept there and, you know, you can kind of use that as your kind of go-to place. You can track the content, see who shared it, see who's used it. It informs you because you know what content's resonating and what's not. Just wondering, appreciate it's a Friday afternoon. Would that be something that you might be open to maybe 20-30 minutes next week? Have a quick exploration on, see if it's something that could be useful to you?"
20,Prospect,"I think, uuh.. yeah, if I'm being honest, maybe unlikely, but as you've come across quite well, I'm happy to listen and take a look, but I don't want to set any expectation, that's all. So, uuh.. yeah, it's unlikely, is my gut feel, but happy to give you the time of day and take a look and give you some feedback if that's of use. But I don't want to set any expectations."
20,SDR,"You're cool, you can explore, you know. Best case, yeah, we can help. Worst case, you know, you know who we are. You've learned a little something and we can, you know, share what other people in the field are doing, you know. So there's no, no pressure or big ask on this one. When would you be free? Next week. Appreciate. It's only four days next week, isn't it?"
20,Prospect,"Yeah. What I'd like to do. If I share my email and you email me, then I'll get our PA to book a slot in the probably 20-25 minutes or something like that. uh.. I'm happy to do that in a nice way as it's a Friday and you caught me at a good time. I get a lot of calls, as you can imagine, and I never normally do this but I don't know why I am on this occasion. I think you've come across quite well and obviously I'm in sales so I know it's difficult so I'm happy to spend 20 minutes with you, so if I give you my email address there, you want to just drop me an email? I've got to go on a call. Of course, do. So I need to give it to you now. So it's my first name last name at company dot com."
20,SDR,Lovely. I'll send a quick email across now and then we'll get some timing.
20,Prospect,"Yeah, we'll get it scheduled and if it's not next week then middle of next month but I'll have my PA sort it."
20,SDR,"Lovely. Appreciate that. Thank you very much. Hopefully it'll be useful and. Yeah, enjoy your weekend. Long weekend. Speak to you soon."
20,Prospect,"Thanks, bye."
21,SDR,"Hey, this is Jake giving you a call back from usergems. Do you have a second or did I catch you in a meeting again?"
21,Prospect,"uh.. I have an interview at 4 o'clock but I don't have a phone call yet, so you've got me until that phone call comes in."
21,SDR,"Okay, super quick question. So I know you're the VP of sales over at your company and I was just wondering since about 30% of people are changing jobs this year, what's your team currently doing to take advantage of this job movement to generate like new pipeline and revenue?"
21,Prospect,uhm… I'm not sure I understand the question.
21,SDR,Yeah.
21,Prospect,So you mean like prospects changing jobs?
21,SDR,"Yeah, or like past buyers or champions moving from a customer account to one of your target accounts? Is that something your reps are tracking and following up with them?"
21,Prospect,"No, it's very tricky.. other than manually.. I understand the concept. Very difficult to, very difficult to track. Unless that's probably where you're going to tell me you can help."
21,SDR,"That was a bit of a loaded question, but yeah, we're a tool that directly integrates with your CRM to automatically track that and then you can completely automate this process. You can either have your reps like manually reach out with customized things or put them into a marketing sequence to be like, hey Bob, you worked with us at company A, Congrats on the new role. Do you think it makes sense to bring us along to company B? Did I explain that in a way it makes sense?"
21,Prospect,"Yeah. So with one minor important detail and you can tell me if you can solve this problem. So in my system I have a prospect at a certain company and he used to be, well, I don't know. Right. He maybe is still with the same company.. maybe he's not. And I want to sell him something. And then in all reality, although I might not know it, he's moved to, you know.. another company. Now I can manually see that maybe through LinkedIn, but I, in my CRM system all I have is his previous company. It has no clue that he's left. It has no clue what the new contact information is. Are you telling me that you can look at our database in Salesforce and say, oh, we can automatically tell you that so and so person is no longer at company A. And here is their new company abc.com and his new email address is this. Can you do that?"
21,SDR,"You basically just did my pitch for me. So yeah, we just need the original email address, first and last name, our database or our back end scrubs LinkedIn every month, updates with their new company, new email, phone number, everything like that. And creates a new contact and links the two marking the original one is no longer at company or at a date. Or you could just have it replace the original, depending on how you want to configure it. Yeah. Does exactly what you just laid out automatically every month. Yeah."
21,Prospect,You have my interest.
21,SDR,"Okay, that's good to hear. Yeah. So would you be interested in, like, talking more about this? I know if you have an interview coming up, so don't want to dig too into it. Do you have your calendar in front of you by any chance?"
21,Prospect,I do.
21,SDR,"Do you have any? Let me look at availability for next week. But, yeah, you literally did my pitch for me, so that was, that rarely happens."
21,Prospect,"Tuesday, 01:00 p.m. eastern to 02:30 p.m. any chance that's available?"
21,SDR,"Okay, let me take a look."
21,Prospect,"Actually, hold on. I'm looking at the wrong date. My apologies. Tuesday, middle part of the day is pretty open."
21,SDR,"Okay. So is there a time that, like, works best in there? I should be able to work around your schedule."
21,Prospect,"Oh, let's say 11:00 a.m. eastern."
21,SDR,"11:00 a.m. eastern on Tuesday. Okay. Oh, I'm on the wrong week. I'm in April. So this would be the 28th. 28th at 11:00 Eastern, yes. Should be able to make that work. I want to make sure I have your email address correct here. Is it just a first initial, last name at company dot.com?"
21,Prospect,Yep.
21,SDR,"Okay. Yeah. So can I just send over the calendar invite, and we can dig into it more then?"
21,Prospect,Absolutely.
21,SDR,"Well, thank you so much. Yeah. I'm really excited to have this talk, and hopefully we can work something out."
